metric_category,name,year,metric_name,value,units,additional_notes,,,,,,,
E,Caterpillar,2020,Scope 1 Direct emissions,0.74,million metric tons CO2e,,,,,,,,
E,Caterpillar,2021,Scope 1 Direct emissions,0.74,million metric tons CO2e,,,,,,,,
E,Caterpillar,2022,Scope 1 Direct emissions,0.69,million metric tons CO2e,,,,,,,,
E,Caterpillar,2023,Scope 1 Direct emissions,0.68,million metric tons CO2e,,,,,,,,
E,Caterpillar,2024,Scope 1 Direct emissions,0.68,million metric tons CO2e,,,,,,,,
E,Caterpillar,2018,Scope 2 Market-based indirect emissions,0.79,million metric tons CO2e,,,,,,,,
E,Caterpillar,2020,Scope 2 Market-based indirect emissions,0.78,million metric tons CO2e,,,,,,,,
E,Caterpillar,2021,Scope 2 Market-based indirect emissions,0.75,million metric tons CO2e,,,,,,,,
E,Caterpillar,2022,Scope 2 Market-based indirect emissions,0.75,million metric tons CO2e,,,,,,,,
E,Caterpillar,2023,Scope 2 Market-based indirect emissions,0.69,million metric tons CO2e,,,,,,,,
E,Caterpillar,2024,Scope 2 Market-based indirect emissions,0.69,million metric tons CO2e,,,,,,,,
E,Caterpillar,2018,Scope 2 Location-based,0.85,million metric tons CO2e,,,,,,,,
E,Caterpillar,2020,Scope 2 Location-based,0.86,million metric tons CO2e,,,,,,,,
E,Caterpillar,2021,Scope 2 Location-based,0.8,million metric tons CO2e,,,,,,,,
E,Caterpillar,2022,Scope 2 Location-based,0.81,million metric tons CO2e,,,,,,,,
E,Caterpillar,2023,Scope 2 Location-based,0.77,million metric tons CO2e,,,,,,,,
E,Caterpillar,2024,Scope 2 Location-based,0.77,million metric tons CO2e,,,,,,,,
E,Caterpillar,2018,Scope 1 & 2 GHG intensity,35.7,absolute metric tons of CO2e/million dollars of sales and revenues,"As of 2024, we reduced our GHG emissions intensity by 44% from our 2018 baseline.",,,,,,,
E,Caterpillar,2020,Scope 1 & 2 GHG intensity,29.8,absolute metric tons of CO2e/million dollars of sales and revenues,,,,,,,,
E,Caterpillar,2021,Scope 1 & 2 GHG intensity,25.1,absolute metric tons of CO2e/million dollars of sales and revenues,,,,,,,,
E,Caterpillar,2022,Scope 1 & 2 GHG intensity,21.5,absolute metric tons of CO2e/million dollars of sales and revenues,,,,,,,,
E,Caterpillar,2023,Scope 1 & 2 GHG intensity,21.1,absolute metric tons of CO2e/million dollars of sales and revenues,,,,,,,,
E,Caterpillar,2024,Scope 1 & 2 GHG intensity,21.1,absolute metric tons of CO2e/million dollars of sales and revenues,,,,,,,,
E,Caterpillar,2018,Water management strategies (% of in-scope facilities that meet all nine management elements),N/A,percent,Data collection began in 2021. Progressing toward 2030 goal of 100%.,,,,,,,
E,Caterpillar,2020,Water management strategies (% of in-scope facilities that meet all nine management elements),N/A,percent,,,,,,,,
E,Caterpillar,2021,Water management strategies (% of in-scope facilities that meet all nine management elements),11%,percent,,,,,,,,
E,Caterpillar,2022,Water management strategies (% of in-scope facilities that meet all nine management elements),14%,percent,,,,,,,,
E,Caterpillar,2023,Water management strategies (% of in-scope facilities that meet all nine management elements),57%,percent,,,,,,,,
E,Caterpillar,2024,Water management strategies (% of in-scope facilities that meet all nine management elements),61%,percent,,,,,,,,
E,Caterpillar,2018,Water management strategies (% of management elements completed by in-scope facilities),N/A,percent,Data collection began in 2021. Progressing toward 2030 goal of 100%.,,,,,,,
E,Caterpillar,2020,Water management strategies (% of management elements completed by in-scope facilities),27%,percent,,,,,,,,
E,Caterpillar,2021,Water management strategies (% of management elements completed by in-scope facilities),41%,percent,,,,,,,,
E,Caterpillar,2022,Water management strategies (% of management elements completed by in-scope facilities),76%,percent,,,,,,,,
E,Caterpillar,2023,Water management strategies (% of management elements completed by in-scope facilities),76%,percent,,,,,,,,
E,Caterpillar,2024,Water management strategies (% of management elements completed by in-scope facilities),76%,percent,,,,,,,,
E,Caterpillar,2018,Total water,3.41,billion imperial gallons,"In 2024, we reduced total water consumption by 8% from 2023.",,,,,,,
E,Caterpillar,2020,Total water,3.74,billion imperial gallons,,,,,,,,
E,Caterpillar,2021,Total water,4.14,billion imperial gallons,,,,,,,,
E,Caterpillar,2022,Total water,4.57,billion imperial gallons,,,,,,,,
E,Caterpillar,2023,Total water,4.2,billion imperial gallons,,,,,,,,
E,Caterpillar,2024,Total water,4.2,billion imperial gallons,,,,,,,,
E,Caterpillar,2018,Total water consumption by source - Cooling water from foundry operations,34.80%,percent,Source data for total water consumption.,,,,,,,
E,Caterpillar,2020,Total water consumption by source - Cooling water from foundry operations,37.00%,percent,,,,,,,,
E,Caterpillar,2021,Total water consumption by source - Cooling water from foundry operations,40.90%,percent,,,,,,,,
E,Caterpillar,2022,Total water consumption by source - Cooling water from foundry operations,53.50%,percent,,,,,,,,
E,Caterpillar,2023,Total water consumption by source - Cooling water from foundry operations,53.20%,percent,,,,,,,,
E,Caterpillar,2024,Total water consumption by source - Cooling water from foundry operations,53.20%,percent,,,,,,,,
E,Caterpillar,2018,Total water consumption by source - Municipal water,30.00%,percent,Source data for total water consumption.,,,,,,,
E,Caterpillar,2020,Total water consumption by source - Municipal water,29.00%,percent,,,,,,,,
E,Caterpillar,2021,Total water consumption by source - Municipal water,25.70%,percent,,,,,,,,
E,Caterpillar,2022,Total water consumption by source - Municipal water,24.10%,percent,,,,,,,,
E,Caterpillar,2023,Total water consumption by source - Municipal water,25.10%,percent,,,,,,,,
E,Caterpillar,2024,Total water consumption by source - Municipal water,25.10%,percent,,,,,,,,
E,Caterpillar,2018,Total water consumption by source - Surface water,20.20%,percent,Source data for total water consumption.,,,,,,,
E,Caterpillar,2020,Total water consumption by source - Surface water,19.20%,percent,,,,,,,,
E,Caterpillar,2021,Total water consumption by source - Surface water,20.30%,percent,,,,,,,,
E,Caterpillar,2022,Total water consumption by source - Surface water,10.70%,percent,,,,,,,,
E,Caterpillar,2023,Total water consumption by source - Surface water,9.70%,percent,,,,,,,,
E,Caterpillar,2024,Total water consumption by source - Surface water,9.70%,percent,,,,,,,,
E,Caterpillar,2018,Total water consumption by source - Other water,0.90%,percent,Source data for total water consumption.,,,,,,,
E,Caterpillar,2020,Total water consumption by source - Other water,1.10%,percent,,,,,,,,
E,Caterpillar,2021,Total water consumption by source - Other water,1.30%,percent,,,,,,,,
E,Caterpillar,2022,Total water consumption by source - Other water,1.30%,percent,,,,,,,,
E,Caterpillar,2023,Total water consumption by source - Other water,1.60%,percent,,,,,,,,
E,Caterpillar,2024,Total water consumption by source - Other water,1.60%,percent,,,,,,,,
E,Caterpillar,2018,Total water consumption by source - Groundwater,14.00%,percent,Source data for total water consumption.,,,,,,,
E,Caterpillar,2020,Total water consumption by source - Groundwater,13.80%,percent,,,,,,,,
E,Caterpillar,2021,Total water consumption by source - Groundwater,11.80%,percent,,,,,,,,
E,Caterpillar,2022,Total water consumption by source - Groundwater,10.40%,percent,,,,,,,,
E,Caterpillar,2023,Total water consumption by source - Groundwater,10.40%,percent,,,,,,,,
E,Caterpillar,2024,Total water consumption by source - Groundwater,10.40%,percent,,,,,,,,
E,Caterpillar,2018,Water consumption intensity,81.7,absolute thousand gallons of water/million dollars of sales and revenues,,,,,,,,
E,Caterpillar,2020,Water consumption intensity,73.4,absolute thousand gallons of water/million dollars of sales and revenues,,,,,,,,
E,Caterpillar,2021,Water consumption intensity,69.7,absolute thousand gallons of water/million dollars of sales and revenues,,,,,,,,
E,Caterpillar,2022,Water consumption intensity,68.1,absolute thousand gallons of water/million dollars of sales and revenues,,,,,,,,
E,Caterpillar,2023,Water consumption intensity,64.8,absolute thousand gallons of water/million dollars of sales and revenues,,,,,,,,
E,Caterpillar,2024,Water consumption intensity,64.8,absolute thousand gallons of water/million dollars of sales and revenues,,,,,,,,
E,Caterpillar,2018,Total waste,556000,metric tons,"2030 Goals Baseline. As of 2024, we reduced our landfill intensity by 44% from our 2018 baseline.",,,,,,,
E,Caterpillar,2020,Total waste,567000,metric tons,,,,,,,,
E,Caterpillar,2021,Total waste,575000,metric tons,,,,,,,,
E,Caterpillar,2022,Total waste,620000,metric tons,,,,,,,,
E,Caterpillar,2023,Total waste,594000,metric tons,,,,,,,,
E,Caterpillar,2024,Total waste,594000,metric tons,,,,,,,,
E,Caterpillar,2018,Waste intensity,13.3,absolute metric tons of waste/million dollars of sales and revenues,"2030 Goals Baseline. As of 2024, we reduced our landfill intensity by 44% from our 2018 baseline.",,,,,,,
E,Caterpillar,2020,Waste intensity,11.1,absolute metric tons of waste/million dollars of sales and revenues,,,,,,,,
E,Caterpillar,2021,Waste intensity,9.7,absolute metric tons of waste/million dollars of sales and revenues,,,,,,,,
E,Caterpillar,2022,Waste intensity,9.2,absolute metric tons of waste/million dollars of sales and revenues,,,,,,,,
E,Caterpillar,2023,Waste intensity,9.2,absolute metric tons of waste/million dollars of sales and revenues,,,,,,,,
E,Caterpillar,2024,Waste intensity,9.2,absolute metric tons of waste/million dollars of sales and revenues,,,,,,,,
E,Caterpillar,2018,Landfill intensity,1.49,absolute metric tons of landfill waste/million dollars of sales and revenues,"2030 Goals Baseline. As of 2024, we reduced our landfill intensity by 44% from our 2018 baseline.",,,,,,,
E,Caterpillar,2020,Landfill intensity,1.09,absolute metric tons of landfill waste/million dollars of sales and revenues,,,,,,,,
E,Caterpillar,2021,Landfill intensity,0.98,absolute metric tons of landfill waste/million dollars of sales and revenues,,,,,,,,
E,Caterpillar,2022,Landfill intensity,0.96,absolute metric tons of landfill waste/million dollars of sales and revenues,,,,,,,,
E,Caterpillar,2023,Landfill intensity,0.83,absolute metric tons of landfill waste/million dollars of sales and revenues,,,,,,,,
E,Caterpillar,2024,Landfill intensity,0.83,absolute metric tons of landfill waste/million dollars of sales and revenues,,,,,,,,
E,Caterpillar,2018,Waste recycled,91.50%,percent,,,,,,,,
E,Caterpillar,2020,Waste recycled,90.80%,percent,,,,,,,,
E,Caterpillar,2021,Waste recycled,89.60%,percent,,,,,,,,
E,Caterpillar,2022,Waste recycled,91.00%,percent,,,,,,,,
E,Caterpillar,2023,Waste recycled,90.70%,percent,,,,,,,,
E,Caterpillar,2024,Waste recycled,90.70%,percent,,,,,,,,
E,Caterpillar,2018,Scope 3 Emissions Enterprise (use of sold products emissions),571,million metric tons CO2e,"Caterpillar is represented by durable, reliable and innovative products that are built to last.",,,,,,,
E,Caterpillar,2020,Scope 3 Emissions Enterprise (use of sold products emissions),564,million metric tons CO2e,,,,,,,,
E,Caterpillar,2021,Scope 3 Emissions Enterprise (use of sold products emissions),606,million metric tons CO2e,,,,,,,,
E,Caterpillar,2022,Scope 3 Emissions Enterprise (use of sold products emissions),759,million metric tons CO2e,,,,,,,,
E,Caterpillar,2023,Scope 3 Emissions Enterprise (use of sold products emissions),680,million metric tons CO2e,,,,,,,,
E,Caterpillar,2024,Scope 3 Emissions Enterprise (use of sold products emissions),680,million metric tons CO2e,,,,,,,,
E,Caterpillar,2018,Scope 3 Intensity Enterprise,13.7,use of sold products emissions/thousands of dollars of sales and revenues,"Caterpillar is represented by durable, reliable and innovative products that are built to last.",,,,,,,
E,Caterpillar,2020,Scope 3 Intensity Enterprise,11.1,use of sold products emissions/thousands of dollars of sales and revenues,,,,,,,,
E,Caterpillar,2021,Scope 3 Intensity Enterprise,10.2,use of sold products emissions/thousands of dollars of sales and revenues,,,,,,,,
E,Caterpillar,2022,Scope 3 Intensity Enterprise,11.3,use of sold products emissions/thousands of dollars of sales and revenues,,,,,,,,
E,Caterpillar,2023,Scope 3 Intensity Enterprise,10.5,use of sold products emissions/thousands of dollars of sales and revenues,,,,,,,,
E,Caterpillar,2024,Scope 3 Intensity Enterprise,10.5,use of sold products emissions/thousands of dollars of sales and revenues,,,,,,,,
E,Caterpillar,2018,Scope 3 Emissions Energy & Transportation Segment (use of sold products emissions),464,million metric tons CO2e,Segment data.,,,,,,,
E,Caterpillar,2020,Scope 3 Emissions Energy & Transportation Segment (use of sold products emissions),428,million metric tons CO2e,,,,,,,,
E,Caterpillar,2021,Scope 3 Emissions Energy & Transportation Segment (use of sold products emissions),462,million metric tons CO2e,,,,,,,,
E,Caterpillar,2022,Scope 3 Emissions Energy & Transportation Segment (use of sold products emissions),623,million metric tons CO2e,,,,,,,,
E,Caterpillar,2023,Scope 3 Emissions Energy & Transportation Segment (use of sold products emissions),564,million metric tons CO2e,,,,,,,,
E,Caterpillar,2024,Scope 3 Emissions Energy & Transportation Segment (use of sold products emissions),564,million metric tons CO2e,,,,,,,,
E,Caterpillar,2018,Scope 3 Emissions Construction Industries Segment (use of sold products emissions),64,million metric tons CO2e,Segment data.,,,,,,,
E,Caterpillar,2020,Scope 3 Emissions Construction Industries Segment (use of sold products emissions),84,million metric tons CO2e,,,,,,,,
E,Caterpillar,2021,Scope 3 Emissions Construction Industries Segment (use of sold products emissions),83,million metric tons CO2e,,,,,,,,
E,Caterpillar,2022,Scope 3 Emissions Construction Industries Segment (use of sold products emissions),75,million metric tons CO2e,,,,,,,,
E,Caterpillar,2023,Scope 3 Emissions Construction Industries Segment (use of sold products emissions),68,million metric tons CO2e,,,,,,,,
E,Caterpillar,2024,Scope 3 Emissions Construction Industries Segment (use of sold products emissions),68,million metric tons CO2e,,,,,,,,
E,Caterpillar,2018,Scope 3 Emissions Resource Industries Segment (use of sold products emissions),43,million metric tons CO2e,Segment data.,,,,,,,
E,Caterpillar,2020,Scope 3 Emissions Resource Industries Segment (use of sold products emissions),52,million metric tons CO2e,,,,,,,,
E,Caterpillar,2021,Scope 3 Emissions Resource Industries Segment (use of sold products emissions),61,million metric tons CO2e,,,,,,,,
E,Caterpillar,2022,Scope 3 Emissions Resource Industries Segment (use of sold products emissions),61,million metric tons CO2e,,,,,,,,
E,Caterpillar,2023,Scope 3 Emissions Resource Industries Segment (use of sold products emissions),48,million metric tons CO2e,,,,,,,,
E,Caterpillar,2024,Scope 3 Emissions Resource Industries Segment (use of sold products emissions),48,million metric tons CO2e,,,,,,,,
E,Caterpillar,2018,New products that are more sustainable than the previous generation,89%,percent,Caterpillar has a long history of and a strong process for innovation in the R&D of products and solutions.,,,,,,,
E,Caterpillar,2020,New products that are more sustainable than the previous generation,97%,percent,,,,,,,,
E,Caterpillar,2021,New products that are more sustainable than the previous generation,100%,percent,,,,,,,,
E,Caterpillar,2022,New products that are more sustainable than the previous generation,100%,percent,,,,,,,,
E,Caterpillar,2023,New products that are more sustainable than the previous generation,100%,percent,,,,,,,,
E,Caterpillar,2024,New products that are more sustainable than the previous generation,100%,percent,,,,,,,,
E,Caterpillar,2018,Growth in remanufacturing business (% business sales growth since 2018),N/A,percent,"Our remanufacturing offerings provide customers with cost savings, can help extend product life cycle and use materials more efficiently. We seek to continue growing this business.",,,,,,,
E,Caterpillar,2020,Growth in remanufacturing business (% business sales growth since 2018),-14%,percent,,,,,,,,
E,Caterpillar,2021,Growth in remanufacturing business (% business sales growth since 2018),-3%,percent,,,,,,,,
E,Caterpillar,2022,Growth in remanufacturing business (% business sales growth since 2018),19%,percent,,,,,,,,
E,Caterpillar,2023,Growth in remanufacturing business (% business sales growth since 2018),31%,percent,,,,,,,,
E,Caterpillar,2024,Growth in remanufacturing business (% business sales growth since 2018),42%,percent,,,,,,,,
E,Caterpillar,2018,Product received by weight (end-of-life material received by Cat Reman),131,millions of pounds,"Our remanufacturing offerings provide customers with cost savings, can help extend product life cycle and use materials more efficiently. We seek to continue growing this business.",,,,,,,
E,Caterpillar,2020,Product received by weight (end-of-life material received by Cat Reman),127,millions of pounds,,,,,,,,
E,Caterpillar,2021,Product received by weight (end-of-life material received by Cat Reman),140,millions of pounds,,,,,,,,
E,Caterpillar,2022,Product received by weight (end-of-life material received by Cat Reman),147,millions of pounds,,,,,,,,
E,Caterpillar,2023,Product received by weight (end-of-life material received by Cat Reman),157,millions of pounds,,,,,,,,
E,Caterpillar,2024,Product received by weight (end-of-life material received by Cat Reman),157,millions of pounds,,,,,,,,
ealthy Environment: Climate Change and Emissions,The Cigna Group,2024,Total GHG Scope 1 and 2 emissions (location-based),100342,mtCO2e,,,,,,,,
Healthy Environment: Climate Change and Emissions,The Cigna Group,2023,Total GHG Scope 1 and 2 emissions (location-based),101056,mtCO2e,Value corrected from prior reporting (Note 138),,,,,,,
Healthy Environment: Climate Change and Emissions,The Cigna Group,2022,Total GHG Scope 1 and 2 emissions (location-based),101424,mtCO2e,,,,,,,,
Healthy Environment: Climate Change and Emissions,The Cigna Group,2021,Total GHG Scope 1 and 2 emissions (location-based),111107,mtCO2e,,,,,,,,
Healthy Environment: Climate Change and Emissions,The Cigna Group,2020,Total GHG Scope 1 and 2 emissions (location-based),128949,mtCO2e,,,,,,,,
